customer_id,age_band,tenure_months,contract_type,monthly_charge,monthly_minutes,monthly_data_gb,support_tickets_6m,payment_method,churned
NT-01616,65+,37,One-year,50.09,563,14.6,1,Credit card (tokenised),0
NT-01617,45-54,59,One-year,45.02,220,1.3,1,Bank transfer,0
NT-01618,35-44,7,Month-to-month,45.88,534,11.3,0,Credit card (tokenised),0
NT-01619,45-54,55,One-year,32.7,232,12.4,0,Credit card (tokenised),0
NT-01620,35-44,31,Month-to-month,35.48,253,10.3,0,Direct debit,0
NT-01621,18-24,45,One-year,34.97,266,10.0,0,Direct debit,0
NT-01622,35-44,40,One-year,18.82,207,8.3,0,Bank transfer,0
NT-01623,65+,29,Month-to-month,53.44,342,3.1,0,Credit card (tokenised),0
NT-01624,25-34,28,One-year,24.57,565,5.9,0,Direct debit,0
NT-01625,45-54,34,Month-to-month,41.22,422,22.4,1,Credit card (tokenised),0
NT-01626,25-34,25,Month-to-month,34.03,486,10.9,1,Direct debit,0
NT-01627,35-44,26,Month-to-month,35.14,377,7.3,1,Credit card (tokenised),0
NT-01628,18-24,1,Two-year,46.13,74,11.5,0,Direct debit,0
NT-01629,35-44,38,Two-year,28.64,1069,15.2,1,Direct debit,0
NT-01630,45-54,18,One-year,43.48,622,2.2,1,Direct debit,0
NT-01631,25-34,47,Two-year,43.59,389,18.3,0,Credit card (tokenised),0
NT-01632,45-54,45,Month-to-month,28.69,157,14.4,2,Credit card (tokenised),0
NT-01633,55-64,22,Two-year,48.93,475,1.4,1,Credit card (tokenised),0
NT-01634,65+,38,Month-to-month,54.41,326,23.3,2,Direct debit,0
NT-01635,25-34,36,One-year,62.3,366,5.1,2,Direct debit,0
NT-01636,35-44,21,One-year,34.86,558,16.9,1,Direct debit,1
NT-01637,25-34,39,Month-to-month,40.29,410,13.5,1,Bank transfer,0
NT-01638,65+,57,Month-to-month,41.03,693,19.8,0,Bank transfer,0
NT-01639,65+,48,Month-to-month,45.99,247,8.9,1,Credit card (tokenised),0
NT-01640,35-44,12,Two-year,58.98,108,24.7,0,Direct debit,0
NT-01641,55-64,36,Month-to-month,43.84,317,19.3,1,Credit card (tokenised),0
NT-01642,35-44,44,Month-to-month,44.17,252,1.6,1,Direct debit,0
NT-01643,45-54,20,One-year,24.86,439,9.4,0,Credit card (tokenised),0
NT-01644,18-24,47,Month-to-month,62.58,188,22.3,1,Credit card (tokenised),0
NT-01645,45-54,19,Month-to-month,32.3,247,4.2,0,Direct debit,0
NT-01646,18-24,24,One-year,12.0,449,11.8,0,Credit card (tokenised),0
NT-01647,55-64,19,Month-to-month,12.0,280,6.5,0,Direct debit,0
NT-01648,55-64,17,One-year,41.9,583,12.2,1,Credit card (tokenised),0
NT-01649,45-54,34,Month-to-month,22.72,190,10.0,0,Direct debit,0
NT-01650,18-24,13,Month-to-month,38.65,149,3.3,0,Credit card (tokenised),0
NT-01651,25-34,25,One-year,20.06,479,15.7,5,Credit card (tokenised),1
NT-01652,25-34,34,Month-to-month,41.66,133,0.7,1,Direct debit,0
NT-01653,35-44,19,Two-year,44.77,85,3.9,0,Bank transfer,0
NT-01654,18-24,51,Two-year,40.11,147,9.2,0,Bank transfer,0
NT-01655,65+,26,Month-to-month,29.64,609,20.0,0,Credit card (tokenised),0
NT-01656,35-44,62,Month-to-month,48.54,224,11.5,1,Credit card (tokenised),0
NT-01657,25-34,12,Month-to-month,33.21,256,1.3,2,Bank transfer,0
NT-01658,35-44,35,Month-to-month,35.74,499,9.9,0,Credit card (tokenised),0
NT-01659,35-44,31,Month-to-month,31.88,559,1.3,0,Direct debit,0
NT-01660,45-54,23,One-year,34.79,507,6.3,0,Direct debit,0
NT-01661,35-44,29,Month-to-month,60.45,478,7.5,1,Credit card (tokenised),1
NT-01662,65+,38,Month-to-month,37.94,214,8.5,1,Credit card (tokenised),0
NT-01663,35-44,41,Month-to-month,22.76,349,20.6,1,Bank transfer,0
NT-01664,65+,27,Month-to-month,26.49,132,15.8,1,Credit card (tokenised),0
NT-01665,55-64,35,One-year,34.69,265,21.6,1,Credit card (tokenised),0
NT-01666,25-34,18,Month-to-month,28.46,98,20.2,0,Direct debit,0
NT-01667,65+,41,Month-to-month,49.4,583,12.3,0,Credit card (tokenised),0
NT-01668,18-24,56,Month-to-month,21.0,256,2.0,1,Direct debit,0
NT-01669,55-64,43,Two-year,36.57,342,10.7,3,Direct debit,0
NT-01670,35-44,19,Month-to-month,50.13,234,20.2,1,Credit card (tokenised),0
NT-01671,55-64,16,Two-year,30.44,625,4.9,1,Direct debit,0
NT-01672,55-64,81,Month-to-month,43.27,125,5.1,0,Credit card (tokenised),0
NT-01673,55-64,54,Two-year,37.52,157,4.9,0,Credit card (tokenised),0
NT-01674,55-64,41,One-year,37.62,338,10.5,0,Direct debit,0
NT-01675,25-34,58,Month-to-month,44.14,349,11.5,1,Direct debit,0
NT-01676,18-24,28,One-year,15.69,587,15.6,0,Direct debit,0
NT-01677,35-44,41,One-year,52.44,380,20.2,0,Direct debit,1
NT-01678,25-34,51,Month-to-month,15.24,347,19.5,1,Direct debit,0
NT-01679,45-54,25,Month-to-month,51.63,201,4.8,3,Direct debit,0
NT-01680,25-34,36,One-year,43.21,627,12.6,0,Bank transfer,0
NT-01681,65+,48,One-year,43.68,292,4.6,1,Credit card (tokenised),0
NT-01682,45-54,16,One-year,57.37,210,23.4,2,Direct debit,1
NT-01683,55-64,23,One-year,52.2,191,12.6,1,Bank transfer,0
NT-01684,18-24,47,One-year,47.77,344,11.0,0,Credit card (tokenised),1
NT-01685,55-64,32,One-year,34.47,120,34.1,0,Direct debit,0
NT-01686,65+,30,One-year,33.67,127,1.1,1,Credit card (tokenised),0
NT-01687,35-44,28,Month-to-month,48.1,126,14.8,0,Credit card (tokenised),0
NT-01688,45-54,50,Two-year,43.43,822,10.3,1,Credit card (tokenised),0
NT-01689,55-64,17,Month-to-month,41.61,710,8.7,3,Credit card (tokenised),1
NT-01690,25-34,22,Month-to-month,37.32,180,4.8,0,Direct debit,0
NT-01691,35-44,13,One-year,33.11,386,10.3,0,Bank transfer,0
NT-01692,35-44,24,Month-to-month,21.32,488,10.7,1,Direct debit,0
NT-01693,25-34,31,Month-to-month,45.72,416,15.2,1,Credit card (tokenised),0
NT-01694,35-44,9,Month-to-month,35.82,147,10.9,1,Bank transfer,1
NT-01695,18-24,18,One-year,35.04,198,20.5,0,Direct debit,1
NT-01696,18-24,32,Two-year,16.25,382,7.8,1,Credit card (tokenised),0
NT-01697,18-24,36,One-year,39.11,124,34.3,0,Bank transfer,1
NT-01698,65+,64,Month-to-month,21.64,604,9.2,0,Bank transfer,0
NT-01699,35-44,39,Month-to-month,32.78,144,5.4,0,Credit card (tokenised),0
NT-01700,65+,26,Month-to-month,47.51,358,5.4,0,Direct debit,0
NT-01701,35-44,31,Month-to-month,38.76,530,0.8,3,Credit card (tokenised),1
NT-01702,25-34,31,Month-to-month,36.74,566,14.9,2,Credit card (tokenised),0
NT-01703,35-44,22,Month-to-month,29.28,571,11.6,3,Credit card (tokenised),1
NT-01704,35-44,33,Month-to-month,31.43,203,14.6,1,Direct debit,0
NT-01705,18-24,22,Month-to-month,57.02,219,2.0,1,Bank transfer,0
NT-01706,45-54,33,One-year,47.36,402,26.7,1,Direct debit,0
NT-01707,25-34,28,Two-year,32.45,478,15.7,0,Direct debit,0
NT-01708,45-54,26,Two-year,36.73,466,3.4,2,Credit card (tokenised),0
NT-01709,45-54,26,One-year,40.97,498,2.5,3,Direct debit,0
NT-01710,25-34,42,Month-to-month,43.26,433,6.6,3,Direct debit,1
NT-01711,18-24,40,One-year,37.71,388,22.3,2,Direct debit,0
NT-01712,55-64,25,Month-to-month,16.76,215,25.3,3,Direct debit,0
NT-01713,35-44,41,One-year,37.62,395,14.4,0,Direct debit,0
NT-01714,18-24,28,One-year,36.89,771,5.6,0,Credit card (tokenised),0
NT-01715,65+,28,One-year,62.69,271,4.3,1,Credit card (tokenised),1
NT-01716,18-24,22,Two-year,70.3,255,9.3,0,Credit card (tokenised),0
NT-01717,45-54,61,One-year,45.71,455,5.4,0,Direct debit,0
NT-01718,65+,57,One-year,29.87,144,21.8,1,Direct debit,0
NT-01719,25-34,20,Month-to-month,46.15,356,15.2,0,Credit card (tokenised),0
NT-01720,25-34,24,Two-year,17.62,589,6.2,1,Direct debit,1
NT-01721,18-24,35,Month-to-month,31.61,358,1.0,0,Direct debit,0
NT-01722,25-34,38,Two-year,18.48,356,4.6,0,Credit card (tokenised),0
NT-01723,18-24,16,Month-to-month,44.61,69,9.2,1,Credit card (tokenised),0
NT-01724,45-54,18,Month-to-month,23.47,275,8.0,1,Direct debit,0
NT-01725,18-24,3,One-year,34.56,171,2.7,3,Direct debit,0
NT-01726,35-44,38,Month-to-month,37.47,136,17.6,2,Direct debit,0
NT-01727,65+,12,One-year,37.65,306,7.8,1,Direct debit,0
NT-01728,55-64,20,Month-to-month,32.33,478,6.7,0,Direct debit,1
NT-01729,45-54,44,Two-year,42.04,292,15.5,0,Direct debit,1
NT-01730,25-34,43,One-year,22.95,538,9.7,2,Direct debit,0
NT-01731,45-54,59,One-year,58.87,473,10.2,1,Direct debit,0
NT-01732,35-44,69,Month-to-month,25.59,223,13.2,0,Credit card (tokenised),0
NT-01733,35-44,96,Month-to-month,38.48,243,22.4,1,Bank transfer,0
NT-01734,18-24,24,One-year,45.5,86,16.0,0,Direct debit,0
NT-01735,55-64,21,Month-to-month,46.19,920,3.5,1,Direct debit,0
NT-01736,35-44,35,Month-to-month,47.3,179,46.1,0,Credit card (tokenised),1
NT-01737,25-34,13,One-year,18.89,364,9.8,1,Credit card (tokenised),0
NT-01738,35-44,25,Month-to-month,26.99,300,0.7,2,Credit card (tokenised),0
NT-01739,35-44,31,Month-to-month,39.63,748,4.9,0,Direct debit,0
NT-01740,55-64,37,Month-to-month,43.77,393,4.8,2,Credit card (tokenised),0
NT-01741,45-54,39,Month-to-month,53.09,325,23.2,0,Direct debit,0
NT-01742,55-64,25,Two-year,31.83,652,11.4,1,Direct debit,0
NT-01743,18-24,14,Month-to-month,27.14,364,10.8,2,Credit card (tokenised),0
NT-01744,35-44,16,Two-year,31.44,191,11.8,1,Credit card (tokenised),0
NT-01745,35-44,8,Month-to-month,65.11,442,14.7,0,Direct debit,0
NT-01746,18-24,21,Month-to-month,56.01,132,13.9,1,Bank transfer,0
NT-01747,25-34,13,One-year,35.97,173,4.6,2,Credit card (tokenised),0
NT-01748,55-64,22,Month-to-month,53.42,250,27.7,1,Credit card (tokenised),1
NT-01749,18-24,35,One-year,31.13,149,1.8,0,Direct debit,0
NT-01750,35-44,14,Two-year,49.45,268,24.1,0,Direct debit,0
NT-01751,25-34,30,Month-to-month,21.45,48,1.7,1,Credit card (tokenised),1
NT-01752,18-24,25,One-year,42.28,358,5.1,0,Credit card (tokenised),0
NT-01753,25-34,34,Month-to-month,50.23,428,10.2,0,Direct debit,0
NT-01754,65+,38,Month-to-month,34.08,229,8.4,1,Direct debit,0
NT-01755,55-64,24,Month-to-month,45.36,101,4.4,1,Credit card (tokenised),0
NT-01756,65+,29,Two-year,31.26,320,14.6,0,Credit card (tokenised),0
NT-01757,35-44,25,Month-to-month,41.64,472,7.5,1,Bank transfer,0
NT-01758,18-24,22,Two-year,32.22,124,16.7,2,Direct debit,1
NT-01759,35-44,19,Month-to-month,47.83,1267,5.9,4,Direct debit,0
NT-01760,35-44,37,Month-to-month,22.83,365,5.4,1,Bank transfer,0
NT-01761,55-64,54,Month-to-month,25.82,485,11.5,0,Credit card (tokenised),0
NT-01762,18-24,51,One-year,53.67,1095,18.8,1,Direct debit,0
NT-01763,35-44,13,One-year,12.0,412,17.1,0,Credit card (tokenised),0
NT-01764,25-34,53,Month-to-month,30.31,187,2.8,0,Direct debit,0
NT-01765,25-34,17,Two-year,36.3,214,9.4,0,Direct debit,0
NT-01766,45-54,31,Month-to-month,42.24,573,18.4,0,Direct debit,0
NT-01767,35-44,34,Two-year,32.27,518,7.8,0,Direct debit,0
NT-01768,35-44,11,One-year,24.49,578,19.6,1,Credit card (tokenised),1
NT-01769,35-44,26,One-year,52.72,457,24.2,1,Direct debit,0
NT-01770,35-44,55,One-year,50.64,419,21.7,1,Direct debit,1
NT-01771,55-64,6,Month-to-month,33.45,59,17.4,0,Credit card (tokenised),0
NT-01772,55-64,84,One-year,16.51,494,8.5,3,Credit card (tokenised),0
NT-01773,65+,8,One-year,41.67,405,8.7,1,Direct debit,0
NT-01774,55-64,33,Month-to-month,40.18,161,5.9,1,Bank transfer,0
NT-01775,25-34,12,One-year,30.0,214,11.8,0,Credit card (tokenised),0
NT-01776,45-54,36,Month-to-month,14.54,534,14.9,0,Credit card (tokenised),0
NT-01777,35-44,50,Month-to-month,34.74,1107,17.2,1,Direct debit,0
NT-01778,25-34,43,Month-to-month,47.2,592,10.6,5,Direct debit,0
NT-01779,55-64,12,Month-to-month,49.01,786,8.7,2,Direct debit,0
NT-01780,18-24,47,Month-to-month,37.47,117,10.4,0,Direct debit,0
NT-01781,65+,25,Two-year,30.52,613,4.2,1,Direct debit,0
NT-01782,35-44,12,Month-to-month,46.81,507,17.6,0,Direct debit,0
NT-01783,45-54,55,One-year,24.36,391,17.1,2,Credit card (tokenised),0
NT-01784,45-54,74,Month-to-month,21.74,242,4.5,2,Direct debit,0
NT-01785,55-64,30,Month-to-month,36.94,429,13.7,0,Credit card (tokenised),0
NT-01786,45-54,23,Month-to-month,56.56,550,2.9,0,Direct debit,0
NT-01787,45-54,18,Month-to-month,57.01,337,21.1,0,Credit card (tokenised),0
NT-01788,18-24,42,One-year,22.19,207,33.8,0,Direct debit,0
NT-01789,35-44,48,One-year,32.75,719,14.3,0,Credit card (tokenised),0
NT-01790,25-34,23,Month-to-month,67.21,278,15.1,2,Direct debit,1
NT-01791,45-54,61,Month-to-month,29.74,399,7.6,1,Credit card (tokenised),0
NT-01792,35-44,40,Two-year,57.44,75,8.7,1,Direct debit,0
NT-01793,45-54,30,Month-to-month,49.71,195,24.5,1,Direct debit,0
NT-01794,18-24,34,Month-to-month,52.29,621,8.8,0,Direct debit,0
NT-01795,18-24,16,One-year,32.65,594,9.5,0,Credit card (tokenised),0
NT-01796,45-54,41,Month-to-month,33.0,427,11.4,1,Direct debit,0
NT-01797,18-24,17,Two-year,27.07,85,11.5,1,Credit card (tokenised),0
NT-01798,18-24,22,One-year,47.59,213,27.8,0,Direct debit,1
NT-01799,18-24,28,Month-to-month,18.36,905,20.8,0,Direct debit,1
NT-01800,65+,68,Month-to-month,36.04,342,25.9,0,Credit card (tokenised),0
NT-01801,45-54,33,One-year,57.61,538,34.3,1,Credit card (tokenised),0
NT-01802,25-34,18,Month-to-month,45.13,209,17.5,0,Credit card (tokenised),0
NT-01803,25-34,34,Two-year,50.03,333,4.8,0,Direct debit,0
NT-01804,25-34,39,One-year,18.27,210,6.0,0,Direct debit,0
NT-01805,55-64,52,Month-to-month,26.07,262,12.7,0,Credit card (tokenised),0
NT-01806,45-54,28,One-year,52.21,187,1.6,1,Bank transfer,0
NT-01807,25-34,19,Month-to-month,39.51,292,8.9,0,Direct debit,0
NT-01808,25-34,77,Month-to-month,25.52,301,17.7,2,Credit card (tokenised),0
NT-01809,18-24,34,One-year,45.52,501,12.1,1,Credit card (tokenised),0
NT-01810,45-54,18,One-year,31.6,99,7.9,0,Credit card (tokenised),0
NT-01811,55-64,28,One-year,68.45,141,18.7,1,Bank transfer,1
NT-01812,25-34,22,Month-to-month,45.19,336,5.1,1,Credit card (tokenised),0
NT-01813,18-24,53,One-year,26.93,153,21.4,1,Credit card (tokenised),0
NT-01814,18-24,38,Month-to-month,48.57,165,14.7,2,Direct debit,0
NT-01815,65+,24,One-year,57.38,775,15.5,0,Direct debit,0
NT-01816,25-34,48,One-year,37.93,482,7.7,1,Credit card (tokenised),1
NT-01817,55-64,27,One-year,28.78,293,17.9,0,Credit card (tokenised),0
NT-01818,45-54,28,Two-year,38.53,202,12.8,1,Credit card (tokenised),0
NT-01819,35-44,19,Two-year,30.65,809,19.7,1,Direct debit,0
NT-01820,25-34,19,Two-year,34.9,123,37.3,1,Credit card (tokenised),0
NT-01821,18-24,75,Two-year,21.33,574,5.0,2,Credit card (tokenised),0
NT-01822,45-54,47,One-year,48.5,838,34.5,0,Bank transfer,0
NT-01823,55-64,9,Two-year,24.21,338,16.5,0,Direct debit,0
NT-01824,45-54,17,Two-year,45.3,413,19.0,1,Direct debit,0
NT-01825,35-44,15,One-year,34.35,428,26.0,0,Direct debit,0
NT-01826,18-24,30,Month-to-month,40.67,497,30.4,0,Credit card (tokenised),0
NT-01827,65+,23,Month-to-month,32.3,383,1.2,0,Bank transfer,0
NT-01828,55-64,58,One-year,40.35,408,8.7,0,Credit card (tokenised),0
NT-01829,25-34,24,Month-to-month,43.19,198,27.9,1,Credit card (tokenised),0
NT-01830,65+,71,One-year,33.79,82,5.8,0,Direct debit,0
NT-01831,45-54,28,Month-to-month,17.25,553,12.3,1,Credit card (tokenised),1
NT-01832,45-54,79,Month-to-month,42.04,145,9.0,0,Credit card (tokenised),0
NT-01833,45-54,26,One-year,42.69,742,5.5,1,Credit card (tokenised),0
NT-01834,55-64,26,Two-year,20.81,304,5.4,0,Bank transfer,0
NT-01835,45-54,46,Month-to-month,26.23,955,20.2,3,Credit card (tokenised),1
NT-01836,18-24,43,Two-year,33.83,406,12.5,0,Direct debit,0
NT-01837,25-34,13,One-year,12.0,251,3.7,1,Bank transfer,0
NT-01838,65+,30,Month-to-month,46.49,476,7.7,0,Bank transfer,0
NT-01839,25-34,23,Month-to-month,32.13,891,5.3,1,Bank transfer,1
NT-01840,35-44,22,Month-to-month,41.46,351,4.4,1,Credit card (tokenised),0
NT-01841,35-44,30,Month-to-month,25.25,341,18.2,0,Direct debit,0
NT-01842,35-44,25,Month-to-month,62.21,324,11.9,1,Direct debit,0
NT-01843,45-54,32,Month-to-month,20.95,248,10.5,0,Credit card (tokenised),0
NT-01844,65+,16,Month-to-month,32.02,385,1.5,1,Direct debit,1
NT-01845,25-34,11,One-year,52.39,420,24.9,0,Bank transfer,0
NT-01846,18-24,47,One-year,24.21,946,2.8,1,Direct debit,0
NT-01847,25-34,51,One-year,39.09,251,11.6,1,Direct debit,0
NT-01848,55-64,45,Month-to-month,45.52,797,13.2,1,Direct debit,0
NT-01849,45-54,29,One-year,19.92,435,7.8,3,Direct debit,0
NT-01850,25-34,24,Two-year,29.98,479,13.5,0,Credit card (tokenised),0
NT-01851,55-64,20,Month-to-month,40.28,228,21.3,1,Credit card (tokenised),0
NT-01852,55-64,18,Two-year,43.44,307,12.3,0,Direct debit,0
NT-01853,55-64,28,One-year,28.13,272,6.1,1,Credit card (tokenised),0
NT-01854,65+,50,One-year,60.09,506,3.9,2,Direct debit,1
NT-01855,25-34,19,One-year,43.77,176,3.3,1,Direct debit,0
NT-01856,45-54,50,Month-to-month,47.32,170,21.1,0,Credit card (tokenised),0
NT-01857,35-44,12,Month-to-month,46.62,68,15.0,1,Credit card (tokenised),0
NT-01858,55-64,33,Month-to-month,19.24,480,17.2,1,Bank transfer,0
NT-01859,45-54,36,Month-to-month,36.62,143,4.1,0,Direct debit,0
NT-01860,55-64,22,Month-to-month,37.81,331,9.5,0,Direct debit,1
NT-01861,45-54,16,Two-year,34.95,126,1.5,0,Bank transfer,0
NT-01862,25-34,44,Month-to-month,40.49,337,10.6,3,Direct debit,0
NT-01863,35-44,29,Two-year,12.71,325,16.7,0,Credit card (tokenised),0
NT-01864,65+,91,One-year,39.54,236,8.6,1,Bank transfer,0
NT-01865,65+,50,Month-to-month,34.36,421,22.2,0,Credit card (tokenised),0
NT-01866,18-24,50,Month-to-month,12.61,227,2.6,0,Direct debit,0
NT-01867,25-34,5,Month-to-month,43.07,546,11.7,1,Credit card (tokenised),0
NT-01868,18-24,20,Two-year,23.83,621,6.1,0,Credit card (tokenised),0
NT-01869,45-54,14,One-year,33.43,642,8.7,2,Bank transfer,0
NT-01870,55-64,8,Month-to-month,34.95,335,9.3,1,Direct debit,1
NT-01871,25-34,28,Two-year,15.85,467,10.4,1,Credit card (tokenised),0
NT-01872,35-44,43,One-year,17.19,334,11.0,0,Bank transfer,0
NT-01873,55-64,16,Month-to-month,44.54,436,6.0,1,Direct debit,1
NT-01874,45-54,8,One-year,30.75,344,1.6,1,Direct debit,1
NT-01875,35-44,17,One-year,33.29,366,11.5,1,Direct debit,1
NT-01876,45-54,26,Month-to-month,38.87,763,8.7,1,Credit card (tokenised),1
NT-01877,35-44,25,One-year,16.9,86,3.9,1,Credit card (tokenised),0
NT-01878,25-34,29,Month-to-month,33.11,375,8.4,1,Direct debit,0
NT-01879,35-44,36,Month-to-month,36.67,374,13.0,2,Direct debit,0
NT-01880,45-54,29,Month-to-month,59.17,222,3.3,3,Credit card (tokenised),0
NT-01881,55-64,44,Two-year,26.96,459,23.9,1,Direct debit,0
NT-01882,45-54,17,One-year,47.47,324,6.7,0,Direct debit,1
NT-01883,55-64,25,Month-to-month,37.98,240,5.8,1,Credit card (tokenised),0
NT-01884,25-34,39,Month-to-month,24.37,363,20.6,3,Direct debit,0
NT-01885,35-44,33,Month-to-month,30.4,788,24.2,2,Credit card (tokenised),0
NT-01886,18-24,67,One-year,48.4,1132,13.7,1,Credit card (tokenised),0
NT-01887,25-34,17,Month-to-month,47.32,292,8.3,0,Direct debit,0
NT-01888,45-54,39,One-year,31.76,273,12.1,1,Direct debit,0
NT-01889,65+,20,Two-year,42.12,322,17.6,2,Credit card (tokenised),0
NT-01890,18-24,19,One-year,25.56,109,27.1,1,Bank transfer,0
NT-01891,35-44,49,Month-to-month,35.88,301,5.9,1,Credit card (tokenised),0
NT-01892,55-64,28,Month-to-month,32.84,84,6.0,0,Direct debit,0
NT-01893,25-34,33,Month-to-month,49.18,83,11.9,0,Credit card (tokenised),0
NT-01894,35-44,21,One-year,43.55,194,8.9,2,Credit card (tokenised),0
NT-01895,45-54,22,One-year,29.89,437,2.2,0,Bank transfer,0
NT-01896,45-54,11,One-year,31.08,176,6.2,2,Credit card (tokenised),1
NT-01897,25-34,32,Month-to-month,37.65,391,4.7,0,Direct debit,0
NT-01898,25-34,16,Two-year,36.06,274,37.9,0,Direct debit,1
NT-01899,55-64,27,Month-to-month,34.65,224,11.8,1,Direct debit,0
NT-01900,35-44,44,Month-to-month,33.78,562,5.7,0,Credit card (tokenised),0
NT-01901,18-24,9,One-year,54.55,351,12.2,0,Direct debit,0
NT-01902,55-64,96,Month-to-month,32.58,425,13.9,1,Direct debit,0
NT-01903,18-24,19,One-year,41.6,273,12.1,0,Direct debit,0
NT-01904,45-54,27,One-year,67.07,518,9.3,1,Direct debit,0
NT-01905,25-34,33,One-year,27.84,151,9.6,2,Direct debit,0
NT-01906,65+,18,Month-to-month,40.31,636,16.0,3,Credit card (tokenised),0
NT-01907,35-44,22,Month-to-month,40.93,53,12.5,1,Credit card (tokenised),0
NT-01908,25-34,50,Month-to-month,37.87,61,11.6,0,Bank transfer,0
NT-01909,25-34,42,Month-to-month,38.49,237,10.1,4,Direct debit,1
NT-01910,25-34,25,Two-year,27.45,271,8.3,1,Bank transfer,0
NT-01911,55-64,29,One-year,42.31,265,14.1,2,Direct debit,0
NT-01912,65+,31,Month-to-month,15.95,176,11.3,1,Credit card (tokenised),1
NT-01913,35-44,38,Two-year,59.57,814,11.4,0,Credit card (tokenised),0
NT-01914,35-44,40,One-year,58.56,313,32.2,0,Direct debit,0
NT-01915,45-54,39,Month-to-month,34.05,644,4.2,0,Credit card (tokenised),0
NT-01916,55-64,23,Month-to-month,50.62,90,6.6,1,Bank transfer,0
NT-01917,45-54,31,Month-to-month,34.48,182,50.7,1,Bank transfer,1
NT-01918,35-44,47,Two-year,38.12,152,8.3,2,Credit card (tokenised),0
NT-01919,35-44,77,Month-to-month,29.83,78,10.5,0,Credit card (tokenised),0
NT-01920,45-54,30,Two-year,47.84,370,9.0,0,Direct debit,0
NT-01921,18-24,21,Month-to-month,31.02,232,13.7,2,Direct debit,1
NT-01922,45-54,18,Two-year,47.42,125,7.2,0,Direct debit,0
NT-01923,25-34,39,Month-to-month,37.5,194,1.4,2,Credit card (tokenised),0
NT-01924,55-64,11,Two-year,37.79,471,21.4,2,Direct debit,0
NT-01925,18-24,39,Two-year,20.1,711,0.9,0,Credit card (tokenised),0
NT-01926,45-54,40,Month-to-month,38.72,237,37.6,3,Direct debit,0
NT-01927,35-44,22,One-year,24.25,209,15.6,0,Credit card (tokenised),0
NT-01928,45-54,33,One-year,38.74,247,5.2,1,Credit card (tokenised),0
NT-01929,18-24,26,Two-year,61.28,201,5.5,0,Credit card (tokenised),0
NT-01930,35-44,13,Month-to-month,21.33,210,1.5,0,Credit card (tokenised),0
NT-01931,35-44,38,Month-to-month,36.24,751,4.7,1,Credit card (tokenised),0
NT-01932,35-44,36,Two-year,30.37,485,5.3,1,Credit card (tokenised),0
NT-01933,45-54,23,One-year,25.52,529,17.8,1,Direct debit,1
NT-01934,45-54,77,Month-to-month,28.51,174,12.2,1,Credit card (tokenised),0
NT-01935,55-64,29,One-year,55.65,469,1.4,1,Direct debit,0
NT-01936,25-34,9,Month-to-month,58.84,281,1.6,1,Credit card (tokenised),1
NT-01937,55-64,48,One-year,25.44,158,4.0,3,Direct debit,0
NT-01938,35-44,43,Month-to-month,42.81,1025,4.3,0,Bank transfer,0
NT-01939,18-24,45,Month-to-month,26.97,413,26.3,2,Credit card (tokenised),0
NT-01940,18-24,16,Month-to-month,29.86,740,4.9,1,Direct debit,0
NT-01941,25-34,32,Month-to-month,13.41,596,29.4,3,Credit card (tokenised),0
NT-01942,55-64,29,Month-to-month,63.58,85,13.2,1,Credit card (tokenised),0
NT-01943,45-54,26,Month-to-month,51.18,177,16.0,1,Direct debit,0
NT-01944,55-64,54,Month-to-month,30.18,468,9.7,1,Credit card (tokenised),0
NT-01945,35-44,29,Month-to-month,41.42,264,4.5,0,Direct debit,0
NT-01946,35-44,23,One-year,33.2,417,6.0,1,Credit card (tokenised),0
NT-01947,25-34,23,Month-to-month,49.35,586,29.1,0,Direct debit,0
NT-01948,25-34,15,Month-to-month,33.9,82,15.6,1,Direct debit,0
NT-01949,35-44,31,One-year,35.66,398,15.2,0,Credit card (tokenised),0
NT-01950,18-24,57,Two-year,30.06,231,20.8,0,Direct debit,0
NT-01951,25-34,24,One-year,45.25,498,15.6,0,Bank transfer,0
NT-01952,45-54,33,Month-to-month,64.51,643,4.1,1,Credit card (tokenised),0
NT-01953,45-54,26,One-year,34.59,313,5.5,0,Direct debit,1
NT-01954,65+,28,Two-year,34.45,288,11.3,2,Credit card (tokenised),1
NT-01955,65+,44,Month-to-month,37.7,412,34.4,1,Bank transfer,0
NT-01956,45-54,15,Two-year,41.12,493,18.8,3,Bank transfer,0
NT-01957,35-44,12,Month-to-month,34.41,914,6.6,0,Direct debit,0
NT-01958,45-54,48,Month-to-month,33.29,62,14.3,1,Direct debit,0
NT-01959,55-64,21,Month-to-month,38.99,884,4.5,1,Bank transfer,0
NT-01960,18-24,23,One-year,16.99,605,8.5,1,Direct debit,0
NT-01961,35-44,85,Month-to-month,31.43,734,16.2,1,Credit card (tokenised),0
NT-01962,55-64,43,Month-to-month,13.99,309,20.3,0,Direct debit,0
NT-01963,35-44,17,Month-to-month,32.09,254,5.7,1,Credit card (tokenised),0
NT-01964,35-44,50,Month-to-month,26.62,96,7.2,0,Bank transfer,0
NT-01965,45-54,43,Month-to-month,45.52,211,20.6,0,Credit card (tokenised),1
NT-01966,25-34,3,One-year,29.18,470,8.5,0,Credit card (tokenised),0
NT-01967,35-44,31,Month-to-month,33.61,208,5.6,1,Direct debit,0
NT-01968,25-34,16,Two-year,12.23,348,18.2,1,Direct debit,0
